actors,worlwide_gross_income
Jennifer Carpenter," 41,319,906.00 "
 Craig S. Harper," 41,319,039.00 "
 Jason Drago," 41,319,039.00 "
 Lance Barber," 41,319,039.00 "
 Nicholas Bourdages," 41,319,039.00 "
 Nick Paonessa," 41,319,039.00 "
 Rick Forrester," 41,319,039.00 "
 Aaron Lazar," 41,296,320.00 "
 Cade Lappin," 41,296,320.00 "
 Budd Boetticher," 41,292,551.00 "
 Dawn Martel," 41,292,551.00 "
 Eric Thiele," 41,292,551.00 "
 Tony Rohr," 41,264,731.00 "
 Carol Alt," 41,230,799.00 "
 Fred Norris," 41,230,799.00 "
 Gary Dell'Abate," 41,230,799.00 "
 Jackie Martling," 41,230,799.00 "
 Robin Quivers," 41,230,799.00 "
Howard Stern," 41,230,799.00 "
 Bob Barker," 41,205,099.00 "
 Jared Van Snellenberg," 41,205,099.00 "
 Lee Trevino," 41,205,099.00 "
 Verne Lundquist," 41,205,099.00 "
 Kareena Kapoor," 41,189,455.00 "
 Zachary Booth," 41,188,581.00 "
 George Plimpton," 41,187,628.00 "
 McCarrie McCausland," 41,142,379.00 "
 Miya Cech," 41,142,379.00 "
 Patrick Gibson," 41,142,379.00 "
 Paul Johansson," 41,117,263.00 "
 Conleth Hill," 41,112,663.00 "
 Donna Yamamoto," 41,097,853.00 "
 Sarah Smyth," 41,097,853.00 "
 Flora Robson," 41,092,328.00 "
 Freda Jackson," 41,092,328.00 "
 Jack Gwillim," 41,092,328.00 "
 Judi Bowker," 41,092,328.00 "
Laurence Olivier," 41,092,328.00 "
 Alexa Nisenson," 41,087,017.00 "
 Bill Kottkamp," 41,087,017.00 "
 Gordon Danniels," 41,087,017.00 "
 Stephnie Weir," 41,087,017.00 "
Charlie Day," 41,087,017.00 "
 Nicholas Clay," 41,081,702.00 "
 Auden Thornton," 41,067,311.00 "
 Lee Stringer," 41,067,311.00 "
 Loyd Catlett," 41,067,311.00 "
 Sid Hillman," 41,067,311.00 "
 Viviane Vives," 41,067,311.00 "
 Elizabeth Skeen," 41,062,976.00 "
 Grant Roa," 41,062,976.00 "
 Mabel Wharekawa," 41,062,976.00 "
 Mana Taumaunu," 41,062,976.00 "
 Rawinia Clarke," 41,062,976.00 "
 Rawiri Paratene," 41,062,976.00 "
 Roi Taimana," 41,062,976.00 "
 Tahei Simpson," 41,062,976.00 "
 Tammy Davis," 41,062,976.00 "
 Taungaroa Emile," 41,062,976.00 "
 Tyronne White," 41,062,976.00 "
 Vicky Haughton," 41,062,976.00 "
 Teddy Coluca," 41,053,878.00 "
 Andile Mngadi," 41,037,742.00 "
 Eden Knowles," 41,037,742.00 "
 Emma Breschi," 41,037,742.00 "
 Porteus Xandau," 41,037,742.00 "
 Rachel Wood," 41,037,742.00 "
 Shoki Mokgapa," 41,037,742.00 "
 Warrick Grier," 41,037,742.00 "
 Yohan Chun," 41,037,742.00 "
 Alona Tal," 41,002,682.00 "
 Chelsea Tavares," 41,002,607.00 "
 Emily Montague," 41,002,607.00 "
 Gracie Gillam," 41,002,607.00 "
 Reid Ewing," 41,002,607.00 "
 Sandra Vergara," 41,002,607.00 "
 Helen Boll," 40,996,665.00 "
 Jaclyn Bernstein," 40,996,665.00 "
 John P. Whitecloud," 40,996,665.00 "
JoBeth Williams," 40,996,665.00 "
 Neil McCarthy," 40,982,243.00 "
 James Oliver Bullock," 40,954,603.00 "
 Jim Hechim," 40,954,603.00 "
 Joe Duer," 40,954,603.00 "
 William Hall," 40,954,603.00 "
 Damon Martin," 40,940,662.00 "
 David Glasser," 40,940,662.00 "
 Diane Salinger," 40,940,662.00 "
 Gregory Brown," 40,940,662.00 "
 Irving Hellman," 40,940,662.00 "
 Judd Omen," 40,940,662.00 "
 Mark Everett," 40,940,662.00 "
 Peter Looney," 40,940,662.00 "
Paul Reubens," 40,940,662.00 "
 Charlotte Ross," 40,909,909.00 "
 Fabian C. Moreno," 40,909,909.00 "
 Joey Singer," 40,903,593.00 "
 Amanda Troop," 40,882,928.00 "
 Fiona Rene," 40,882,928.00 "
 Jessica Henwick," 40,882,928.00 "
 Dale Raoul," 40,878,836.00 "
 Deepak Chopra," 40,877,556.00 "
 Kanye West," 40,877,556.00 "
 Manu Narayan," 40,877,556.00 "
 Rob Blake," 40,877,556.00 "
Jessica Simpson," 40,877,556.00 "
 Eunice Gayson," 40,876,507.00 "
 Andrew Cassese," 40,874,452.00 "
 Julia Montgomery," 40,874,452.00 "
Robert Carradine," 40,874,452.00 "
 Milos Timotijevic," 40,865,618.00 "
 Alicia Godwin," 40,863,718.00 "
 Karey Green," 40,863,718.00 "
 Laura Auldridge," 40,863,718.00 "
 Laura House," 40,863,718.00 "
 Sue McCormick," 40,863,718.00 "
 Sean Nelson," 40,837,792.00 "
 Ramsey Moore," 40,828,540.00 "
 China Chow," 40,819,773.00 "
 Christine Ozanne," 40,811,919.00 "
 Elroy Powell," 40,811,919.00 "
 Grace Link," 40,811,919.00 "
 Hannah Dodd," 40,811,919.00 "
 Jack Gouldbourne," 40,811,919.00 "
 Leah Harvey," 40,811,919.00 "
 Mohammad Amiri," 40,811,919.00 "
 Olivia Bernstone," 40,811,919.00 "
 Thomas Whilley," 40,811,919.00 "
 Tori Ellen Ross," 40,811,919.00 "
 Alan McRae," 40,799,155.00 "
 Margarita Franco," 40,799,155.00 "
Victor Wong," 40,799,155.00 "
 Arnie Ross," 40,716,963.00 "
 Joe Petrullo," 40,716,963.00 "
 Luther Adler," 40,716,963.00 "
 Shawn McAllister," 40,716,963.00 "
 Shelley Spurlock," 40,716,963.00 "
 Billy Ray Sharkey," 40,697,761.00 "
 Fred Slyter," 40,697,761.00 "
 John Garber," 40,697,761.00 "
 Tim Blaney," 40,697,761.00 "
 Tom Lawrence," 40,697,761.00 "
 Vernon Weddle," 40,697,761.00 "
Ally Sheedy," 40,697,761.00 "
 Elizabeth Shapiro," 40,695,674.00 "
 Ellen Blain," 40,693,477.00 "
 Mariette Hartley," 40,693,477.00 "
 Steven Elkins," 40,693,477.00 "
 Ramón Agirre," 40,684,115.00 "
 Chris Isaak," 40,683,129.00 "
 Brett Gelman," 40,662,632.00 "
 Dilshad Vadsaria," 40,662,632.00 "
 Gary Brichetto," 40,662,632.00 "
 Jack Foley," 40,662,632.00 "
 Paul Tierney," 40,662,632.00 "
 Sam Johnston," 40,662,632.00 "
 Staci Lynn Fletcher," 40,662,632.00 "
 Beck," 40,656,399.00 "
 Ellar Coltrane," 40,656,399.00 "
 Joey Waronker," 40,656,399.00 "
 Michael Shuman," 40,656,399.00 "
 Nick Valensi," 40,656,399.00 "
 Regina Saldivar," 40,656,399.00 "
 Roger Joseph Manning Jr.," 40,656,399.00 "
 Trevor Long," 40,641,844.00 "
 Eric Payne," 40,615,724.00 "
 Emily Longstreth," 40,589,126.00 "
 Rick Hall," 40,586,886.00 "
 Rocky Giordani," 40,586,886.00 "
 Sarah Rowland Doroff," 40,586,886.00 "
 H.B. Haggerty," 40,580,861.00 "
 Darlene Garr," 40,562,738.00 "
 Robert V. Barron," 40,507,436.00 "
 Tony Steedman," 40,507,436.00 "
 Alex Meraz," 40,492,652.00 "
 Cameron Fisher Brousseau," 40,492,652.00 "
 Evan Michael Brown," 40,492,652.00 "
 Johannes Raassina," 40,492,652.00 "
Leighton Meester," 40,492,652.00 "
 Dave Austin," 40,491,165.00 "
 Richard Partlow," 40,491,165.00 "
 Sanford Jensen," 40,491,165.00 "
 Sarah Cunningham," 40,491,165.00 "
 Sharon Hanian," 40,491,165.00 "
 Woody Eney," 40,491,165.00 "
Maria Mayenzet," 40,491,165.00 "
 Ray McAnally," 40,481,678.00 "
 Kennedy Montano," 40,481,352.00 "
 Mark Cheng," 40,481,352.00 "
 Mathew St. Patrick," 40,481,352.00 "
Kirk Cameron," 40,481,332.00 "
 John Henshaw," 40,473,966.00 "
 Max Records," 40,472,952.00 "
 Bader Howar," 40,471,663.00 "
 Jamie Anders," 40,471,663.00 "
 Alexander Martin," 40,471,030.00 "
 Codie-Lei Eastick," 40,466,970.00 "
 Ella Bright," 40,466,970.00 "
 Harry Baxendale," 40,466,970.00 "
 Hector Bateman-Harden," 40,466,970.00 "
 Laura Stevely," 40,466,970.00 "
 Layla Rose Boyce," 40,466,970.00 "
 Sadie Newman," 40,466,970.00 "
 Jewel Staite," 40,445,129.00 "
 Rafael Feldman," 40,445,129.00 "
 Sean Maher," 40,445,129.00 "
 Summer Glau," 40,445,129.00 "
 Yan Feldman," 40,445,129.00 "
Nathan Fillion," 40,445,129.00 "
 Holliston Coleman," 40,443,010.00 "
 Athan Conrad Dube," 40,423,945.00 "
 Axtun Henry Dube," 40,423,945.00 "
 Brandy Leary," 40,423,945.00 "
 Daniel Malik," 40,423,945.00 "
 Ellie Grainger," 40,423,945.00 "
 Karen Kaeja," 40,423,945.00 "
 Lucas Dawson," 40,423,945.00 "
 Sarah Stephens," 40,423,945.00 "
 Viv Moore," 40,423,945.00 "
 Alberto Ferreiro," 40,423,279.00 "
 Francisco Boira," 40,423,279.00 "
 Nacho Pérez," 40,423,279.00 "
 Petra Martínez," 40,423,279.00 "
 Raúl García Forneiro," 40,423,279.00 "
 Roberto Hoyas," 40,423,279.00 "
 Sandra," 40,423,279.00 "
 Amber Beattie," 40,416,563.00 "
 Béla Fesztbaum," 40,416,563.00 "
 Charlie Baker," 40,416,563.00 "
 Domonkos Németh," 40,416,563.00 "
 Henry Kingsmill," 40,416,563.00 "
 Iván Verebély," 40,416,563.00 "
 Sheila Hancock," 40,416,563.00 "
 Zac Mattoon O'Brien," 40,416,563.00 "
 Zsuzsa Holl," 40,416,563.00 "
 Natasha Shneider," 40,400,657.00 "
 Bonnie Mak," 40,400,425.00 "
 Erin Selby," 40,400,425.00 "
 Paul Hopkins," 40,400,425.00 "
 Uni Park," 40,400,425.00 "
 Bessie Love," 40,382,659.00 "
 Eleanor D. Wilson," 40,382,659.00 "
 Jerzy Kosinski," 40,382,659.00 "
 Nicolas Coster," 40,382,659.00 "
 Andy Ho," 40,356,000.00 "
 Cecil Parker," 40,356,000.00 "
 Dorothy McGuire," 40,356,000.00 "
 James MacArthur," 40,356,000.00 "
 Janet Munro," 40,356,000.00 "
 Kevin Corcoran," 40,356,000.00 "
 Larry Taylor," 40,356,000.00 "
 Milton Reid," 40,356,000.00 "
 Tommy Kirk," 40,356,000.00 "
John Mills," 40,356,000.00 "
 Laura Harris," 40,283,321.00 "
 David Niven," 40,272,669.00 "
 Amy Warner," 40,272,135.00 "
 Carrie Brownstein," 40,272,135.00 "
 Kk Heim," 40,272,135.00 "
 Michael Haney," 40,272,135.00 "
 Sadie Heim," 40,272,135.00 "
 Trent Rowland," 40,272,135.00 "
 Cynthia Mace," 40,263,020.00 "
 Hayden Tank," 40,263,020.00 "
 Ryan Sparks," 40,263,020.00 "
 Ted Kairys," 40,263,020.00 "
Stephen Dorff," 40,253,675.00 "
 Luigi Pistilli," 40,252,481.00 "
 Jim Moody," 40,246,091.00 "
 Joel Polis," 40,245,310.00 "
 William Morgan Sheppard," 40,236,952.00 "
 Peter Navy Tuiasosopo," 40,235,870.00 "
Sissy Spacek," 40,229,092.00 "
 Anna Tzelniker," 40,218,899.00 "
 Bernard Spear," 40,218,899.00 "
 Jack Lynn," 40,218,899.00 "
 Lynda Baron," 40,218,899.00 "
 Mary Henry," 40,218,899.00 "
 Ruth Goring," 40,218,899.00 "
 Anne Byrne Hoffman," 40,194,067.00 "
 Bella Abzug," 40,194,067.00 "
 Gary Weis," 40,194,067.00 "
 Kenny Vance," 40,194,067.00 "
 Michael O'Donoghue," 40,194,067.00 "
 Tisa Farrow," 40,194,067.00 "
 Bruce Allpress," 40,185,556.00 "
 Carla Rupuha," 40,185,556.00 "
 Geneviève Lemon," 40,185,556.00 "
 Ian Mune," 40,185,556.00 "
 Mahina Tunui," 40,185,556.00 "
 Pete Smith," 40,185,556.00 "
 Peter Dennett," 40,185,556.00 "
 Te Whatanui Skipwith," 40,185,556.00 "
 Tungia Baker," 40,185,556.00 "
 Reathel Bean," 40,178,072.00 "
 Eric Benjamin," 40,170,558.00 "
 Jackson Bond," 40,170,558.00 "
 Hrothgar Mathews," 40,144,782.00 "
 Laird Macintosh," 40,142,364.00 "
 Carlos Guerrero," 40,140,972.00 "
 Charlie Wright," 40,140,972.00 "
 Chris Coppola," 40,140,972.00 "
 Dylan Walters," 40,140,972.00 "
 Mira Silverman," 40,140,972.00 "
 Neva Howell," 40,140,972.00 "
 Owen Asztalos," 40,140,972.00 "
 Stephen 'Big Steve' Dupree," 40,140,972.00 "
 Wyatt Walters," 40,140,972.00 "
Jason Drucker," 40,140,972.00 "
 Nicholas Rowe," 40,132,494.00 "
 Delaney Hamilton," 40,105,542.00 "
Jaime King," 40,098,288.00 "
 Anne Pitoniak," 40,097,691.00 "
 Axel Lutter," 40,075,446.00 "
 Aylin Tezel," 40,075,446.00 "
 Bert Franzke," 40,075,446.00 "
 Dieter Hallervorden," 40,075,446.00 "
 Gerald Schaale," 40,075,446.00 "
 Ghadah Al-Akel," 40,075,446.00 "
 Ilka Bessin," 40,075,446.00 "
 Jan Makino," 40,075,446.00 "
 Jan-David Rönfeldt," 40,075,446.00 "
 Jesco Wirthgen," 40,075,446.00 "
 Kaya Yanar," 40,075,446.00 "
 Melanie Hinze," 40,075,446.00 "
 Tobias Lelle," 40,075,446.00 "
 Tommy Morgenstern," 40,075,446.00 "
Matthias Schweighöfer," 40,075,446.00 "
 Blanche Rubin," 40,050,884.00 "
 Jane Campbell," 40,050,884.00 "
 Matt Lattanzi," 40,050,884.00 "
 Shandra Beri," 40,050,884.00 "
 Joel Michaely," 40,033,053.00 "
 Jens Albinus," 40,031,879.00 "
 Mette Berggreen," 40,031,879.00 "
 Vincent Paterson," 40,031,879.00 "
 Vladica Kostic," 40,031,879.00 "
Björk," 40,031,879.00 "
Seth Green," 40,016,284.00 "
 Benjamin Brown," 40,002,112.00 "
 Ellerine Harding," 40,002,112.00 "
 Michael P. Byrne," 40,002,112.00 "
 Bernadette Quigley," 39,984,400.00 "
 Mark Wilson," 39,984,400.00 "
 Rachel G. Fox," 39,984,400.00 "
 Erik Jensen," 39,976,235.00 "
 Isabell O'Connor," 39,976,235.00 "
 Jeannette Weegar," 39,976,235.00 "
 Kevin Stillwell," 39,976,235.00 "
 Mikey Post," 39,976,235.00 "
 Megan Lawless," 39,976,023.00 "
 Jorja Fox," 39,970,386.00 "
 Kimberly Campbell," 39,970,386.00 "
 Russ Fega," 39,970,386.00 "
 Colman Domingo," 39,960,767.00 "
 Olivia d'Abo," 39,956,916.00 "
 Emma Sage Bowman," 39,952,437.00 "
 Hilarie Burton," 39,952,437.00 "
 Jasmine Burke," 39,952,437.00 "
 Nicky Buggs," 39,952,437.00 "
 Renee Ford Clark," 39,952,437.00 "
 Antonio Fargas," 39,947,491.00 "
 Colin Blakely," 39,943,767.00 "
 Michael Aronov," 39,914,680.00 "
 Blanche Baker," 39,895,486.00 "
 Bob Logan," 39,886,986.00 "
 Sterling Beaumon," 39,886,986.00 "
 Dan Resin," 39,846,344.00 "
 Elaine Aiken," 39,846,344.00 "
 Hamilton Mitchell," 39,846,344.00 "
 Henry Wilcoxon," 39,846,344.00 "
 Sarah Holcomb," 39,846,344.00 "
 Ted Knight," 39,846,344.00 "
 Ben Vereen," 39,830,402.00 "
 Billy Kay," 39,791,265.00 "
 Cory Monteith," 39,782,683.00 "
 Franck de la Personne," 39,782,683.00 "
 Joe Camp III," 39,782,683.00 "
 Máté Haumann," 39,782,683.00 "
Selena Gomez," 39,782,683.00 "
 William McNamara," 39,779,173.00 "
Kenneth Branagh," 39,767,021.00 "
 Keith Reddin," 39,761,195.00 "
 Debra S. Hayes," 39,754,601.00 "
 Harry Crosby," 39,754,601.00 "
 Jeannine Taylor," 39,754,601.00 "
 Laurie Bartram," 39,754,601.00 "
 Mark Nelson," 39,754,601.00 "
 Peter Brouwer," 39,754,601.00 "
 Robbi Morgan," 39,754,601.00 "
 Ron Millkie," 39,754,601.00 "
 Willie Adams," 39,754,601.00 "
Betsy Palmer," 39,754,601.00 "
 Wendy Braun," 39,752,056.00 "
 Kim Myers," 39,724,489.00 "
 Akiko Iwase," 39,712,000.00 "
 Gen Seto," 39,712,000.00 "
 Ibuki Kaneda," 39,712,000.00 "
 Jozef Aoki," 39,712,000.00 "
 Kikuo Ichikawa," 39,712,000.00 "
 Nadja Mazalica," 39,712,000.00 "
 Noriko Sakura," 39,712,000.00 "
 Osamu Tanpopo," 39,712,000.00 "
 Stephanie Vogt," 39,712,000.00 "
 Terry Diab," 39,712,000.00 "
 Yasuo Tobishima," 39,712,000.00 "
 Yûho Yamashita," 39,712,000.00 "
Natalie Dormer," 39,712,000.00 "
 Francis Capra," 39,710,543.00 "
Pam Grier," 39,673,162.00 "
 Jack Cipolla," 39,673,161.00 "
 Joe Spataro," 39,673,161.00 "
 Ron Brumbelow," 39,673,161.00 "
 Sal Richards," 39,673,161.00 "
 Shareen Mitchell," 39,673,161.00 "
 Will Attenborough," 39,667,205.00 "
 Verna Bloom," 39,666,554.00 "
 Akie Kotabe," 39,661,919.00 "
 Amila Terzimehic," 39,661,919.00 "
 Ben Willens," 39,661,919.00 "
 Dragan Marinkovic," 39,661,919.00 "
 Eliza Taylor," 39,661,919.00 "
 Lazar Ristovski," 39,661,919.00 "
 Mediha Musliovic," 39,661,919.00 "
 Devon Gearhart," 39,660,303.00 "
 Angell Conwell," 39,610,980.00 "
 Ashton Moio," 39,599,954.00 "
 Howard Da Silva," 39,595,534.00 "
 Al Checco," 39,588,000.00 "
 Cal Bartlett," 39,588,000.00 "
 Gary Morgan," 39,588,000.00 "
 Jane Kean," 39,588,000.00 "
 Jim Dale," 39,588,000.00 "
 Sean Marshall," 39,588,000.00 "
Helen Reddy," 39,588,000.00 "
 Norman Snow," 39,584,551.00 "
 Courtney Love," 39,576,703.00 "
 Robert Jezek," 39,554,847.00 "
 Allen Fiuzat," 39,552,000.00 "
 Christopher Connelly," 39,552,000.00 "
 Cynthia Smith," 39,552,000.00 "
 Deborah Walley," 39,552,000.00 "
 Edgar Buchanan," 39,552,000.00 "
 Erwin Hearne," 39,552,000.00 "
 Frances Bavier," 39,552,000.00 "
 Herb Vigran," 39,552,000.00 "
 Larry Swartz," 39,552,000.00 "
 Peter Breck," 39,552,000.00 "
 Terry Carter," 39,552,000.00 "
 Tom Lester," 39,552,000.00 "
Patsy Garrett," 39,552,000.00 "
 Jorge Luke," 39,543,994.00 "
 Ray Iannicelli," 39,539,597.00 "
 Kaitlin Hopkins," 39,512,184.00 "
 Gia Mantegna," 39,511,305.00 "
 Jere Burns," 39,510,417.00 "
 Carl J. Matusovich," 39,491,975.00 "
 Jerry Mayer," 39,491,975.00 "
 Timothy Omundson," 39,468,111.00 "
 Odessa Rae," 39,465,320.00 "
 Danny Nelson," 39,459,427.00 "
 J. Michael Moncrief," 39,459,427.00 "
 Trip Hamilton," 39,459,427.00 "
 Charles Thake," 39,457,342.00 "
 Harry Borg," 39,457,342.00 "
 Omar Mostafa," 39,457,342.00 "
 Oshri Cohen," 39,457,342.00 "
 Sami Samir," 39,457,342.00 "
 Alice Hirson," 39,455,044.00 "
 Julianne Phillips," 39,450,960.00 "
 Titos Vandis," 39,450,960.00 "
 Italia Ricci," 39,439,355.00 "
 Jeremy Luke," 39,439,355.00 "
 Lindsey Broad," 39,439,355.00 "
 Loanne Bishop," 39,439,355.00 "
 Sloane Avery," 39,439,355.00 "
 David Clendenning," 39,438,674.00 "
 Duke Bannister," 39,438,674.00 "
 Karen Crone," 39,438,674.00 "
 Serge Cockburn," 39,438,674.00 "
 Clay Chamberlin," 39,427,943.00 "
 Bonnie Bentley," 39,425,290.00 "
 Brea Grant," 39,421,467.00 "
 Chase Wright Vanek," 39,421,467.00 "
 Dameon Clarke," 39,408,227.00 "
 Antoni Gatti," 39,404,261.00 "
 Jim Hudson," 39,404,261.00 "
 Jon Conrad Pochron," 39,404,261.00 "
 William Jordan," 39,386,834.00 "
 Tiger Haynes," 39,371,503.00 "
 Ann Hearn," 39,364,706.00 "
 Nesbitt Blaisdell," 39,363,635.00 "
 Ray Aranha," 39,363,635.00 "
 Steve Boles," 39,363,635.00 "
 James Fraser," 39,351,896.00 "
 Georgann Johnson," 39,337,581.00 "
 Herb Tanney," 39,337,581.00 "
 Jeannie Elias," 39,337,581.00 "
 Eric Haberman," 39,323,027.00 "
 Jordan Del Spina," 39,323,027.00 "
Joan Lunden," 39,323,027.00 "
 Nate Mooney," 39,304,220.00 "
 Jude Farese," 39,295,449.00 "
 Dick O'Neill," 39,292,904.00 "
 Chris Massoglia," 39,291,383.00 "
 Jessica Carlson," 39,291,383.00 "
 Tiffany Lyndall-Knight," 39,290,760.00 "
 Chil Kong," 39,280,992.00 "
 Cjon Saulsberry," 39,280,992.00 "
 Griffin Cleveland," 39,280,992.00 "
 Jasmond Carroll," 39,280,992.00 "
 Ria Wilkinson," 39,280,992.00 "
 Teebone Mitchell," 39,280,992.00 "
 Denise Hunt," 39,278,722.00 "
 Lisa Hanna," 39,278,722.00 "
 Phyllis Yvonne Stickney," 39,278,722.00 "
 Sicily Johnson," 39,278,722.00 "
 Suzzanne Douglas," 39,278,722.00 "
 Holly Towne," 39,267,515.00 "
 Lucas Gregory," 39,267,515.00 "
 Vahe Manoukian," 39,267,515.00 "
Timothy Stack," 39,267,515.00 "
 James Farentino," 39,259,754.00 "
 Abel Franco," 39,246,734.00 "
 Michael Wren," 39,246,734.00 "
 Aaron Rapke," 39,233,678.00 "
 Adam Jennings," 39,233,678.00 "
 Kirsten Severson," 39,233,678.00 "
 Matthew Henerson," 39,233,678.00 "
 Joe Mantell," 39,231,904.00 "
 Christopher Fulford," 39,220,946.00 "
 Nigel Lindsay," 39,220,946.00 "
 Pete Mastin," 39,220,946.00 "
 Richard Stirling," 39,220,946.00 "
 Robert Bathurst," 39,220,946.00 "
 Robyn Kerr," 39,220,946.00 "
Jim Dunk," 39,220,946.00 "
 Chika Sakamoto," 39,211,125.00 "
 Tarako," 39,211,125.00 "
 Dudley Sutton," 39,210,844.00 "
 Roy Billing," 39,207,368.00 "
 Betsy Aidem," 39,198,469.00 "
 Lyle Kanouse," 39,181,215.00 "
 Boubacar Ndiaye," 39,178,695.00 "
 Christiane Millet," 39,178,695.00 "
 Hélène Vincent," 39,178,695.00 "
 Issaka Sawadogo," 39,178,695.00 "
 Izïa Higelin," 39,178,695.00 "
 Jacqueline Jehanneuf," 39,178,695.00 "
 Liya Kebede," 39,178,695.00 "
 Oumar Makalou," 39,178,695.00 "
 Roukiata Ouedraogo," 39,178,695.00 "
 Sabine Pakora," 39,178,695.00 "
 Youngar Fall," 39,178,695.00 "
Omar Sy," 39,178,695.00 "
 Lorraine Ashbourne," 39,167,387.00 "
 Arthur the Cat," 39,164,441.00 "
 Brian Neal Lucero," 39,164,441.00 "
 Dan Gerrity," 39,164,441.00 "
 David Brian Martin," 39,164,441.00 "
 Kimberly Cox," 39,164,441.00 "
 Larry Reinhardt-Meyer," 39,164,441.00 "
 Andy Beckwith," 39,156,854.00 "
 Oliver Tompsett," 39,156,854.00 "
Mark Duplass," 39,149,079.00 "
 Christopher Stone," 39,142,045.00 "
 Big Boi," 39,137,137.00 "
 Mari Morrow," 39,112,621.00 "
 Melody Anderson," 39,103,029.00 "
 Sean Chapman," 39,089,759.00 "
 Conrad Bain," 39,071,603.00 "
 Gary Morton," 39,071,603.00 "
 Sidney Armus," 39,071,603.00 "
 Barbara Howard," 39,026,527.00 "
 Brandy Little," 38,996,356.00 "
 Bertice Reading," 38,982,260.00 "
 Ed Wiley," 38,982,260.00 "
 Michelle Weeks," 38,982,260.00 "
 Stan Jones," 38,982,260.00 "
Levi Stubbs," 38,982,260.00 "
 Michel Qissi," 38,968,201.00 "
 Kelly Carlson," 38,962,120.00 "
 Mamie Gummer," 38,960,992.00 "
 Cindy Waite," 38,955,598.00 "
 Constance Jones," 38,955,598.00 "
 Lee Ritchey," 38,955,598.00 "
 Vernon Grote," 38,955,598.00 "
 Ann Coyle," 38,934,048.00 "
 Barbara Lang," 38,934,048.00 "
 Ilan Mitchell-Smith," 38,934,048.00 "
 Ivor Barry," 38,934,048.00 "
 Suzy J. Kellems," 38,934,048.00 "
 John Hostetter," 38,909,318.00 "
 Jim Siedow," 38,884,872.00 "
 Jim Poole," 38,869,022.00 "
 Mike Nawrocki," 38,869,022.00 "
 Tim Hodge," 38,869,022.00 "
Phil Vischer," 38,869,022.00 "
 Zemphira Gosling," 38,805,380.00 "
 Emmanuel Imani," 38,803,993.00 "
 Harry Hepple," 38,803,993.00 "
 Deborah Rawlings," 38,793,283.00 "
 Esperanza Catubig," 38,793,283.00 "
 Jennifer Manley," 38,793,283.00 "
 Linda Kim," 38,793,283.00 "
 Joey Mazzarino," 38,773,206.00 "
 Charles McKeown," 38,769,709.00 "
 Scott Wolf," 38,743,922.00 "
 Antonio Badrani," 38,741,732.00 "
 John Moyer," 38,741,732.00 "
 Kayren Butler," 38,741,732.00 "
 Tommy Barnes," 38,741,732.00 "
 Ada Maris," 38,702,310.00 "
 Donna Gibbons," 38,702,310.00 "
 Patricia Duff," 38,702,310.00 "
 Robert Neches," 38,702,310.00 "
 Derick Karlton Grant," 38,689,940.00 "
 Matthew Coyle," 38,689,940.00 "
 Nicolle Rochelle," 38,689,940.00 "
 Pon Yang," 38,689,940.00 "
 Sue Jin Song," 38,689,940.00 "
 Ben Carlson," 38,673,750.00 "
Michelle Monaghan," 38,662,097.00 "
 Amara Karan," 38,634,313.00 "
 Ellen Thomas," 38,629,478.00 "
 Flora Montgomery," 38,629,478.00 "
 Heathcote Williams," 38,629,478.00 "
 Jan Chappell," 38,629,478.00 "
 Mark Sangster," 38,629,478.00 "
Stan Collymore," 38,629,478.00 "
 Barrie Ingham," 38,625,550.00 "
 Basil Rathbone," 38,625,550.00 "
 Diana Chesney," 38,625,550.00 "
 Ellen Fitzhugh," 38,625,550.00 "
 Eve Brenner," 38,625,550.00 "
 Shani Wallis," 38,625,550.00 "
 Susanne Pollatschek," 38,625,550.00 "
 Val Bettin," 38,625,550.00 "
 Walker Edmiston," 38,625,550.00 "
Vincent Price," 38,625,550.00 "
 Adam Herschman," 38,623,262.00 "
 Mark Derwin," 38,623,262.00 "
 Sam Horrigan," 38,623,262.00 "
 Angie Mattson," 38,620,484.00 "
 Nate Dogg," 38,620,484.00 "
 Caroline Hebert," 38,609,668.00 "
 Robby Rasmussen," 38,609,668.00 "
 Apanguluk Charlie Kairaiuak," 38,590,458.00 "
 Chief Irvin Brink," 38,590,458.00 "
 Elsie Pistolhead," 38,590,458.00 "
 Jules Desjarlais," 38,590,458.00 "
 Shari Shattuck," 38,590,458.00 "
 David Boreanaz," 38,576,072.00 "
 Chas Lawther," 38,574,362.00 "
 Joey Lawrence," 38,574,362.00 "
 Peter Millard," 38,574,362.00 "
Jennifer Morrison," 38,574,362.00 "
 Sascha Knopf," 38,547,571.00 "
 Geoffrey Nauffts," 38,503,943.00 "
 Merwin Mondesir," 38,499,524.00 "
Jon Hamm," 38,491,398.00 "
 Darshan Jariwala," 38,483,455.00 "
 Jaspaul Sandhu," 38,483,455.00 "
 Madhur Mittal," 38,483,455.00 "
 Pitobash," 38,483,455.00 "
 Rey Maualuga," 38,483,455.00 "
 Theresa Saldana," 38,449,134.00 "
 DJ Pooh," 38,445,249.00 "
 Barbara Stuart," 38,435,947.00 "
 Barry Diamond," 38,435,947.00 "
 Bradford Bancroft," 38,435,947.00 "
 Gary Grossman," 38,435,947.00 "
 Martina Finch," 38,435,947.00 "
 Michael Dudikoff," 38,435,947.00 "
 Robert Prescott," 38,435,947.00 "
 Tracy Smith," 38,435,947.00 "
