actors,worlwide_gross_income
 William Tepper," 38,435,947.00 "
 Álvaro Guerrero," 38,410,966.00 "
 Barbara Dodd," 38,395,414.00 "
 Kathleen Arc," 38,395,414.00 "
 Marc Mouchet," 38,395,414.00 "
 Victor Izay," 38,395,414.00 "
 Brad Savage," 38,376,497.00 "
 Doug Toby," 38,376,497.00 "
 Deryle J. Lujan," 38,364,277.00 "
 Ramon Frank," 38,364,277.00 "
 Matthew Carey," 38,361,149.00 "
 Ator Tamras," 38,356,892.00 "
 Cato," 38,356,892.00 "
 Emily Kelavos," 38,356,892.00 "
 Scott Sheldon," 38,356,892.00 "
 Sean T. Krishnan," 38,356,892.00 "
 Gerald S. O'Loughlin," 38,348,988.00 "
 Natalija Nogulich," 38,339,179.00 "
 Kokayi Ampah," 38,332,994.00 "
 Marcos De Silvas," 38,332,994.00 "
 Patrick Tatten," 38,332,994.00 "
 Susane Lee," 38,332,994.00 "
 Donald Symington," 38,287,178.00 "
 Helen Ludlam," 38,287,178.00 "
 Joan Neuman," 38,287,178.00 "
 Jonathan Munk," 38,287,178.00 "
 Ruth Volner," 38,287,178.00 "
 Erik Estrada," 38,275,483.00 "
 Teck Holmes," 38,275,483.00 "
 Maryann Urbano," 38,274,148.00 "
 Carolyn Shakespeare-Allen," 38,269,529.00 "
 David Tocci," 38,269,529.00 "
 Eddie Ritchard," 38,269,529.00 "
 Emilia Burns," 38,269,529.00 "
 James Mackay," 38,269,529.00 "
 Lance Drisdale," 38,269,529.00 "
 Libby Gott," 38,269,529.00 "
Bruce Gleeson," 38,269,529.00 "
 Wiley M. Pickett," 38,244,328.00 "
 Sam Scarber," 38,243,761.00 "
 Yolonda Ross," 38,231,073.00 "
 Anne-Marie Duff," 38,224,096.00 "
 Charles Busch," 38,207,874.00 "
 Cem Yilmaz," 38,176,317.00 "
 Dylan Jett," 38,176,317.00 "
 Jack Patterson," 38,176,317.00 "
 Megan Gale," 38,176,317.00 "
 Salih Kalyon," 38,176,317.00 "
 Yilmaz Erdogan," 38,176,317.00 "
 Sal Viscuso," 38,168,619.00 "
 John Francis Daley," 38,163,704.00 "
 Danny Jones," 38,159,905.00 "
 Dougie Poynter," 38,159,905.00 "
 Harry Judd," 38,159,905.00 "
 Tom Fletcher," 38,159,905.00 "
 Brian Stokes Mitchell," 38,158,601.00 "
 T.D. Jakes," 38,158,601.00 "
 Peter Elliott," 38,140,608.00 "
 Dweezil Zappa," 38,122,105.00 "
 Erland van Lidth," 38,122,105.00 "
 Gus Rethwisch," 38,122,105.00 "
 Karen Leigh Hopkins," 38,122,105.00 "
 Mick Fleetwood," 38,122,105.00 "
 Richard Dawson," 38,122,105.00 "
 Jim J. Bullock," 38,119,483.00 "
 Joan Rivers," 38,119,483.00 "
 Lorene Yarnell Jansson," 38,119,483.00 "
 Ronny Graham," 38,119,483.00 "
 Richard L. Friedman," 38,104,555.00 "
 Jonathan Hilario," 38,087,756.00 "
 Michael Maccarone," 38,087,756.00 "
 Stephi Lineburg," 38,087,756.00 "
 Wanda Christine," 38,087,756.00 "
 Lisa Kaplan," 38,085,778.00 "
George Carlin," 38,085,778.00 "
 Ryan Michelle Bathe," 38,084,162.00 "
 Bryn Dowling," 38,075,318.00 "
 Gary Beach," 38,075,318.00 "
 Kevin Ligon," 38,075,318.00 "
 Meg Gillentine," 38,075,318.00 "
 Josh Todd," 38,068,353.00 "
 Larry Krask," 38,068,353.00 "
 Marlayna Cherisse," 38,068,353.00 "
 Tinsley Grimes," 38,068,353.00 "
 Calvin Levels," 38,061,450.00 "
 Jessica Walter," 38,052,007.00 "
 Brendan Sexton III," 38,042,672.00 "
 Annette Azcuy," 38,037,513.00 "
 Hal Landon Sr.," 38,037,513.00 "
 Jim Martin," 38,037,513.00 "
 Robert Noble," 38,037,513.00 "
 Taj Mahal," 38,037,513.00 "
 Aryn Wright-Thompson," 38,026,103.00 "
 Ashley Garrett," 38,026,103.00 "
 Caleb Kendrick," 38,026,103.00 "
 Christian Gabriel Anderson," 38,026,103.00 "
 Chuck Hasty," 38,026,103.00 "
 Denise Armstrong," 38,026,103.00 "
 Jack Sterner," 38,026,103.00 "
 Joseph Curtis Callender," 38,026,103.00 "
 Joshua Kendrick," 38,026,103.00 "
 Phil Scoggins," 38,026,103.00 "
 Shari Rigby," 38,026,103.00 "
 Steve Hullfish," 38,026,103.00 "
Alex Kendrick," 38,026,103.00 "
 Erik Kilpatrick," 38,016,380.00 "
 Gordana Rashovich," 38,016,380.00 "
 Jo Anderson," 38,016,380.00 "
 Lois Hall," 38,016,380.00 "
 Patrick Montes," 38,016,380.00 "
 Aladár Laklóth," 37,989,684.00 "
 Bálint Antal," 37,989,684.00 "
 Bálint Magyar," 37,989,684.00 "
 Bence Gerö," 37,989,684.00 "
 Douglas Henshall," 37,989,684.00 "
 Ferenc Pataki," 37,989,684.00 "
 James Hayes," 37,989,684.00 "
 Lukács Bicskey," 37,989,684.00 "
 Marcell Miklós," 37,989,684.00 "
 Zsolt László," 37,989,684.00 "
Jason Schwartzman," 37,976,017.00 "
 Mike Nomad," 37,972,682.00 "
 Dominique Davalos," 37,962,774.00 "
 Lisa Sturz," 37,962,774.00 "
 Liz Sagal," 37,962,774.00 "
 Mary Wells," 37,962,774.00 "
 Peter Baird," 37,962,774.00 "
 Steve Sleap," 37,962,774.00 "
Lea Thompson," 37,962,774.00 "
 Robert Dorfman," 37,939,757.00 "
 Víctor Rojas," 37,939,757.00 "
 China Shavers," 37,931,310.00 "
 Linara Washington," 37,930,465.00 "
 Ross Brodar," 37,930,465.00 "
 Vincent Curatola," 37,930,465.00 "
 Wade Allen," 37,930,465.00 "
 Anthony Charnota," 37,903,295.00 "
 Christopher P. Beale," 37,903,295.00 "
 Darwin Gillett," 37,903,295.00 "
 Evan C. Kim," 37,903,295.00 "
 Jeff Richmond," 37,903,295.00 "
 John Vick," 37,903,295.00 "
 Patrick N. Van Horn," 37,903,295.00 "
 Sigrid Wurschmidt," 37,903,295.00 "
 William Katt," 37,902,426.00 "
 Doug Cox," 37,901,699.00 "
Judy Davis," 37,888,085.00 "
 Keith Meriweather," 37,886,024.00 "
 Amber Midthunder," 37,879,877.00 "
 Jackamoe Buzzell," 37,879,877.00 "
 Joe Berryman," 37,879,877.00 "
 Kristin K. Berg," 37,879,877.00 "
 Taylor Sheridan," 37,879,877.00 "
Dale Dickey," 37,879,877.00 "
 Tom Novembre," 37,871,116.00 "
 Emma Greenwell," 37,859,443.00 "
 Jonathan Terry," 37,843,804.00 "
 Dorsey Wright," 37,803,645.00 "
 Clarence Muse," 37,799,643.00 "
 Ed McNamara," 37,799,643.00 "
 Fausto Tozzi," 37,799,643.00 "
 Frank Cousins," 37,799,643.00 "
 John Buchanan," 37,799,643.00 "
 John Burton," 37,799,643.00 "
 John Karlsen," 37,799,643.00 "
 Kristen Vigard," 37,799,643.00 "
 Larbi Doghmi," 37,799,643.00 "
Kelly Reno," 37,799,643.00 "
 Michael Miller," 37,796,167.00 "
 Raymond O'Connor," 37,781,387.00 "
 Rob Archer," 37,729,099.00 "
 Barbara Crampton," 37,720,835.00 "
 Bayo Akinfemi," 37,713,879.00 "
 Kishaya Dudley," 37,713,879.00 "
 Marcus Jean Pirae," 37,713,879.00 "
 Mauricio Rodas," 37,713,879.00 "
 Russell Yuen," 37,713,879.00 "
 Victoria Smurfit," 37,713,879.00 "
 Ben Crowley," 37,697,773.00 "
 David Reynolds," 37,697,773.00 "
 Tyrell Kemlo," 37,697,773.00 "
Cécile Breccia," 37,697,773.00 "
 Jason London," 37,686,547.00 "
 Clare Preuss," 37,666,766.00 "
 Eddie Irvine," 37,666,766.00 "
 Elisabeth Waterston," 37,666,766.00 "
 Luke Mably," 37,666,766.00 "
 Stephen O'Reilly," 37,666,766.00 "
 Daisy McCrackin," 37,664,855.00 "
 Marisa Rudiak," 37,664,855.00 "
Wes Bentley," 37,648,885.00 "
 Paula Jacobs," 37,639,474.00 "
 Joseph Bottoms," 37,633,048.00 "
 Basia Jasinski," 37,598,767.00 "
 Christian Baril," 37,598,767.00 "
 Rob Burns," 37,598,767.00 "
 Robert Crooks," 37,598,767.00 "
 Bradford Tatum," 37,553,752.00 "
 Duane Martin," 37,553,752.00 "
 James Martin Jr.," 37,553,752.00 "
 Jordan Marder," 37,553,752.00 "
Kelsey Grammer," 37,553,752.00 "
 Steve Cochran," 37,534,954.00 "
 Shannon Woodward," 37,533,943.00 "
 Christopher Murray," 37,532,820.00 "
 Juliet Aubrey," 37,499,382.00 "
 Rick Aiello," 37,485,159.00 "
Danny Aiello," 37,485,159.00 "
 Alejo Sauras," 37,472,507.00 "
 Carmen Machi," 37,472,507.00 "
 Kira Miró," 37,472,507.00 "
 Lola Dueñas," 37,472,507.00 "
 Mariola Fuentes," 37,472,507.00 "
 Rubén Ochandiano," 37,472,507.00 "
 Tamar Novas," 37,472,507.00 "
 Andrew Vogel," 37,461,274.00 "
 Derek Krantz," 37,461,274.00 "
 Gaia Wise," 37,461,274.00 "
 R. Keith Harris," 37,461,274.00 "
 Randall Newsome," 37,461,274.00 "
 Susan McPhail," 37,461,274.00 "
 Eleanor Methven," 37,407,812.00 "
 Jessica Ashworth," 37,407,812.00 "
 Lucy Cohu," 37,407,812.00 "
 Michael James Ford," 37,407,812.00 "
 Han Soto," 37,401,588.00 "
 Jeff Pope," 37,386,169.00 "
 Robert Prentiss," 37,360,568.00 "
Carey Mulligan," 37,359,489.00 "
 Michael Benz," 37,357,216.00 "
 Rachel Handshaw," 37,357,216.00 "
 Robert Firth," 37,357,216.00 "
 Karl Bury," 37,317,558.00 "
 Ben Sinclair," 37,270,721.00 "
 Jen Kirkman," 37,270,721.00 "
 Lola Flanery," 37,270,721.00 "
 Pico Alexander," 37,270,721.00 "
 Ben Davies," 37,268,864.00 "
 Thelma Ritter," 37,182,472.00 "
 O.B. Babbs," 37,170,655.00 "
 Steven Clark Pachosa," 37,170,655.00 "
 Terayle Hill," 37,156,751.00 "
 Debora Weston," 37,145,991.00 "
 Linda Haynes," 37,121,708.00 "
 Richard Ward," 37,121,708.00 "
 Tim McIntire," 37,121,708.00 "
 John P. Navin Jr.," 37,102,194.00 "
Gérard Depardieu," 37,079,634.00 "
 Skip O'Brien," 37,070,506.00 "
 John Phillip Law," 37,065,171.00 "
 Grace Kelly," 37,050,850.00 "
 Frank Cady," 37,032,034.00 "
 Georgine Darcy," 37,032,034.00 "
 Havis Davenport," 37,032,034.00 "
 Irene Winston," 37,032,034.00 "
 Jesslyn Fax," 37,032,034.00 "
 Rand Harper," 37,032,034.00 "
 Ross Bagdasarian," 37,032,034.00 "
 Sara Berner," 37,032,034.00 "
 Wendell Corey," 37,032,034.00 "
 Marga Gómez," 37,020,277.00 "
 Michael Keys Hall," 37,020,277.00 "
 Ralph Tabakin," 37,020,277.00 "
 Tony Church," 37,017,864.00 "
 Sue Dugan," 37,013,083.00 "
 Caroline Muthoni Muita," 36,973,503.00 "
 Carolyn Anderson," 36,973,503.00 "
 Connor Mackay," 36,973,503.00 "
 Erica Cerra," 36,973,503.00 "
 Kurt Evans," 36,973,503.00 "
 Raylene Harewood," 36,973,503.00 "
 Sam Vincent," 36,973,503.00 "
 Scott Bairstow," 36,970,849.00 "
Grigoriy Dobrygin," 36,963,929.00 "
 Aimee Carrero," 36,921,560.00 "
 Bill Martin Williams," 36,921,560.00 "
 Colin Walker," 36,921,560.00 "
 DeMaris Gordon," 36,921,560.00 "
 Joshua Shane Brooks," 36,921,560.00 "
 Julia Denton," 36,921,560.00 "
 Roger Payano," 36,921,560.00 "
 Vanessa Ray," 36,921,560.00 "
Allison Miller," 36,921,560.00 "
 Rebecca Cross," 36,911,617.00 "
 Harry Northup," 36,877,535.00 "
 Claire Selby," 36,869,414.00 "
 Elina Alminas," 36,869,414.00 "
 Gana Bayarsaikhan," 36,869,414.00 "
 Symara A. Templeman," 36,869,414.00 "
 Tiffany Pisani," 36,869,414.00 "
 Elvis Costello," 36,857,895.00 "
 Kevin Rahm," 36,854,968.00 "
 Dawn Maxey," 36,850,101.00 "
 Kristen Shaw," 36,841,313.00 "
 Helen Page Camp," 36,821,203.00 "
 Mikey Martin," 36,821,203.00 "
 Vincent J. Isaac," 36,821,203.00 "
 Elaine A. Clark," 36,754,634.00 "
 Leslie Hedger," 36,754,634.00 "
 Thomas A. Chantler," 36,754,634.00 "
 Anne Gaybis," 36,690,067.00 "
 Catherine Parks," 36,690,067.00 "
 Charlie Messenger," 36,690,067.00 "
 Cheri Maugans," 36,690,067.00 "
 David Katims," 36,690,067.00 "
 Gloria Charles," 36,690,067.00 "
 Jeffrey Rogers," 36,690,067.00 "
 Kevin O'Brien," 36,690,067.00 "
 Paul Kratka," 36,690,067.00 "
 Rachel Howard," 36,690,067.00 "
 Richard Brooker," 36,690,067.00 "
 Terence McCorry," 36,690,067.00 "
Terry Ballard," 36,690,067.00 "
 Adam J. Harrington," 36,684,136.00 "
 Hedy Burress," 36,684,136.00 "
 Woody Jeffreys," 36,684,136.00 "
 Wyatt Page," 36,684,136.00 "
Denise Richards," 36,684,136.00 "
 Marc Kudisch," 36,680,156.00 "
 Jessie Lee Fulton," 36,650,972.00 "
 Jessica Bowman," 36,642,838.00 "
 Luis Cortés," 36,642,838.00 "
 Mary Wickliffe," 36,642,838.00 "
 McKenzie Satterthwaite," 36,642,838.00 "
 Michael McCleery," 36,642,838.00 "
 Deborah Mailman," 36,641,039.00 "
 Dwight Ewell," 36,622,494.00 "
 Patti Yasutake," 36,611,610.00 "
 Sô Yamamura," 36,611,610.00 "
 Adam Tanguay," 36,609,995.00 "
 Chris Barnes," 36,609,995.00 "
 Karson Pound," 36,609,995.00 "
 Lexie Benbow-Hart," 36,606,743.00 "
 Sarah Greene," 36,606,743.00 "
 Akushula Selayah," 36,565,280.00 "
 Harold Ayer," 36,565,280.00 "
 Leonard Bailey," 36,565,280.00 "
 Maxime Philoe," 36,565,280.00 "
 Miles O'Keeffe," 36,565,280.00 "
 Steve Strong," 36,565,280.00 "
 Marsha Fitzalan," 36,552,599.00 "
 Fritz Feld," 36,546,576.00 "
 Adam Horovitz," 36,504,934.00 "
 Nicholas Hawtrey," 36,502,297.00 "
 Arne Nannestad," 36,489,888.00 "
 Cornelia Kiss," 36,489,888.00 "
 Rob Camilletti," 36,489,888.00 "
 Tim Choate," 36,489,888.00 "
Cathy Moriarty," 36,489,888.00 "
 Connor Leggett," 36,450,736.00 "
 Gabrielle Robbins," 36,450,736.00 "
 Griffin Leggett," 36,450,736.00 "
 Kaye Ballard," 36,450,736.00 "
 Megan Robbins," 36,450,736.00 "
 Hugh Dillon," 36,432,792.00 "
 Hansford Rowe," 36,424,195.00 "
 Anton Rodgers," 36,422,044.00 "
 Roy Horn," 36,400,360.00 "
 Siegfried Fischbacher," 36,400,360.00 "
 Sly Smith," 36,400,360.00 "
 Amari Cheatom," 36,380,960.00 "
 Robert Donner," 36,374,211.00 "
 Johann Carlo," 36,357,096.00 "
 Ike Hamilton," 36,348,784.00 "
 Lucy Fleming," 36,348,784.00 "
 Stephen Moore," 36,348,784.00 "
 Will Adamsdale," 36,348,784.00 "
Michael Hadley," 36,348,784.00 "
 Eric Norris," 36,299,898.00 "
 Andrew Lau," 36,288,205.00 "
 Peter Elbling," 36,279,000.00 "
 Derya Alabora," 36,233,517.00 "
 Franz Hartwig," 36,233,517.00 "
 Kostja Ullmann," 36,233,517.00 "
 Neil Malik Abdullah," 36,233,517.00 "
 Nina Hoss," 36,233,517.00 "
 Tamer Yigit," 36,233,517.00 "
 Vedat Erincin," 36,233,517.00 "
 Adam Cockburn," 36,230,219.00 "
 Andrew Oh," 36,230,219.00 "
 Angelo Rossitto," 36,230,219.00 "
 Angry Anderson," 36,230,219.00 "
 Bob Hornery," 36,230,219.00 "
 Edwin Hodgeman," 36,230,219.00 "
 George Spartels," 36,230,219.00 "
 Lee Rice," 36,230,219.00 "
 Ollie Hall," 36,230,219.00 "
 Paul Larsson," 36,230,219.00 "
 Robert Grubb," 36,230,219.00 "
 Leo Lee," 36,199,554.00 "
 Allyson Lengers," 36,192,775.00 "
 Amir Blumenfeld," 36,192,775.00 "
 Austin Bickel," 36,192,775.00 "
 Eric Kissack," 36,192,775.00 "
 Gabriel Anderson," 36,192,775.00 "
 Isabella Gielniak," 36,192,775.00 "
 Marvin Cruz," 36,192,775.00 "
 Catherine Breillat," 36,179,290.00 "
 Catherine Sola," 36,179,290.00 "
 Dan Diament," 36,179,290.00 "
 Giovanna Galletti," 36,179,290.00 "
 Gitt Magrini," 36,179,290.00 "
 Luce Marquand," 36,179,290.00 "
 Maria Michi," 36,179,290.00 "
 Maria Schneider," 36,179,290.00 "
 Marie-Hélène Breillat," 36,179,290.00 "
 Massimo Girotti," 36,179,290.00 "
 Mauro Marchetti," 36,179,290.00 "
 Peter Schommer," 36,179,290.00 "
 Wilson Jermaine Heredia," 36,159,149.00 "
 Harry Ritz," 36,145,695.00 "
 Yvonne Wilder," 36,145,695.00 "
 Terri Abney," 36,135,213.00 "
 Anne Marie DeLuise," 36,088,028.00 "
 Panou," 36,088,028.00 "
 Armin Shimerman," 36,084,092.00 "
 Ben McKenzie," 36,052,661.00 "
 Martha Gehman," 36,032,892.00 "
 Willa Cuthrell," 36,027,404.00 "
 Adam Brooks," 36,020,534.00 "
 Clifford Lee Dickson," 36,020,534.00 "
 Nicole Patrick," 36,020,534.00 "
Larry David," 36,020,534.00 "
 Eleanor Gecks," 36,015,260.00 "
 Jonathan Ryland," 36,015,260.00 "
 Kelly Harrison," 36,015,260.00 "
Gemma Jones," 36,015,260.00 "
 Jackie Gayle," 36,011,883.00 "
 Alex Moore," 36,001,470.00 "
 Alex Rafalowicz," 35,999,081.00 "
 Danielle Cox," 35,999,081.00 "
 John Cousins," 35,999,081.00 "
 Justin Braine," 35,999,081.00 "
 Marta Kaczmarek," 35,999,081.00 "
 Paul Linkson," 35,999,081.00 "
 Randall Berger," 35,999,081.00 "
 Rebecca Gooden," 35,999,081.00 "
 Sonia Todd," 35,999,081.00 "
 Dejan Angelov," 35,978,633.00 "
 James Nolan," 35,976,000.00 "
 Lyn Edgington," 35,976,000.00 "
 Mae Mercer," 35,976,000.00 "
 Maurice Argent," 35,976,000.00 "
 Ruth Kobart," 35,976,000.00 "
 William Paterson," 35,976,000.00 "
 Diana Krall," 35,950,208.00 "
James Woods," 35,938,392.00 "
 Robyn Cohen," 35,935,866.00 "
 Zoltan Butuc," 35,921,216.00 "
 Arjun Rampal," 35,911,689.00 "
 Armaan Verma," 35,911,689.00 "
 Atul Sharma," 35,911,689.00 "
 Ben Hawkey," 35,911,689.00 "
 Dalip Tahil," 35,911,689.00 "
 Joe Egan," 35,911,689.00 "
 Rajinikanth," 35,911,689.00 "
 Sanjay Dutt," 35,911,689.00 "
 Satish Shah," 35,911,689.00 "
 Shahana Goswami," 35,911,689.00 "
 Suresh Menon," 35,911,689.00 "
 Iman," 35,885,565.00 "
 Harris Laskawy," 35,884,495.00 "
 Tony Musante," 35,881,337.00 "
 Brendan Ward," 35,856,053.00 "
 Donald Kimmel," 35,856,053.00 "
 Jeff Rochlin," 35,856,053.00 "
 Rusty Jacobs," 35,856,053.00 "
 Tim Riley," 35,856,053.00 "
 Tim Wahrer," 35,856,053.00 "
 Amy Ferguson," 35,851,004.00 "
 Anthony Perkins," 35,841,901.00 "
 Tom McLoughlin," 35,841,901.00 "
 Yvette Mimieux," 35,841,901.00 "
Maximilian Schell," 35,841,901.00 "
 Gary Gilbert," 35,825,316.00 "
 George C. Wolfe," 35,825,316.00 "
 Kenneth Graymez," 35,825,316.00 "
 Joseph Runningfox," 35,821,671.00 "
 John F. Goff," 35,812,182.00 "
 James Kidnie," 35,797,209.00 "
 Geoff Revell," 35,780,301.00 "
 Charles Meshack," 35,763,605.00 "
 Herbie Braha," 35,763,605.00 "
 Stuart Mabray," 35,763,605.00 "
Alex Vincent," 35,763,605.00 "
 Bob Jennings," 35,752,291.00 "
 Alissa Dean," 35,743,308.00 "
 Celine Ordioni," 35,743,308.00 "
 Jessica Leshnower," 35,743,308.00 "
 Mark Blankfield," 35,739,755.00 "
 Matthew Porretta," 35,739,755.00 "
 Edwige Fenech," 35,728,183.00 "
 Ivan Furak," 35,728,183.00 "
 Milan Knazko," 35,728,183.00 "
 Monika Malácová," 35,728,183.00 "
 Vera Jordanova," 35,728,183.00 "
 Zuzana Geislerová," 35,728,183.00 "
Lauren German," 35,728,183.00 "
 Michael Sheard," 35,675,927.00 "
 Ava Cooper," 35,669,017.00 "
 Gray Wolf Herrera," 35,669,017.00 "
 Stafford Douglas," 35,669,017.00 "
 Stella Cooper," 35,669,017.00 "
Scott Shepherd," 35,669,017.00 "
 Corin Redgrave," 35,662,631.00 "
 Cassandra Brown," 35,656,131.00 "
 Christopher Conte," 35,656,131.00 "
 Leon Tejwani," 35,656,131.00 "
 Lucas Tejwani," 35,656,131.00 "
 Rishi Bhat," 35,656,131.00 "
 Ryan Olson," 35,656,131.00 "
 Vincent Kartheiser," 35,656,131.00 "
Hal Scardino," 35,656,131.00 "
 Jim Gaines," 35,626,958.00 "
 Mauricio Lopez," 35,626,958.00 "
 Michael Blain-Rozgay," 35,626,958.00 "
 Miles Chapin," 35,613,991.00 "
 Mark Rydell," 35,612,411.00 "
 Babak Karimi," 35,599,538.00 "
 Allan Houston," 35,573,305.00 "
 Kenny Call," 35,561,877.00 "
 David Pickens," 35,547,761.00 "
 Daylan Honeycutt," 35,547,761.00 "
 Enzo," 35,547,761.00 "
 John Stiritz," 35,547,761.00 "
 Lucile Doan Ewing," 35,547,761.00 "
 Mark Beech," 35,547,761.00 "
 Moose," 35,547,761.00 "
 Polly Craig," 35,547,761.00 "
 Susan Carol Davis," 35,547,761.00 "
 Don Siegel," 35,546,533.00 "
 Chris D.," 35,509,515.00 "
 Michael Shillo," 35,509,515.00 "
 Sydney Lassick," 35,505,139.00 "
 Cliff Gorman," 35,504,877.00 "
 Christian Fan," 35,492,921.00 "
 Matt McFarland," 35,492,921.00 "
 Raquel Castro," 35,492,921.00 "
 Sarah Stafford," 35,492,921.00 "
 Victor Chavez," 35,492,921.00 "
 William Mace," 35,492,921.00 "
Betty Aberlin," 35,492,921.00 "
 Ronee Blakley," 35,488,636.00 "
 Graydon Carter," 35,485,056.00 "
 Laetitia Casta," 35,485,056.00 "
 Skyler Shaye," 35,461,797.00 "
 Jonah Lotan," 35,461,680.00 "
 Dean Clark," 35,459,543.00 "
 Liz English," 35,459,543.00 "
 Nancy Kulp," 35,459,543.00 "
 Thurl Ravenscroft," 35,459,543.00 "
 Vito Scotti," 35,459,543.00 "
 Angela Sarafyan," 35,457,825.00 "
 Kerry Cahill," 35,454,388.00 "
 Caryn Mower," 35,442,935.00 "
 Dale Waddington," 35,442,935.00 "
 Ernest Misko," 35,442,935.00 "
 Kym Stys," 35,442,935.00 "
 Meegan Godfrey," 35,442,935.00 "
 Norm Compton," 35,442,935.00 "
 Betsy Townsend," 35,419,397.00 "
 Caroline McWilliams," 35,419,397.00 "
 Dossy Peabody," 35,419,397.00 "
 Jan Miner," 35,419,397.00 "
 Patricia Madden," 35,419,397.00 "
 Pete Kovner," 35,419,397.00 "
 Rex Trailer," 35,419,397.00 "
 Richard McElvain," 35,419,397.00 "
 William Paul Steele," 35,419,397.00 "
 Paul Greco," 35,408,827.00 "
 Allison Mackie," 35,402,320.00 "
 Cordelia Richards," 35,402,320.00 "
 Fernando Torre Laphame," 35,402,320.00 "
 Harry Porter," 35,402,320.00 "
 James Haven," 35,402,320.00 "
 Lisa Owen," 35,402,320.00 "
 Shaula Vega," 35,402,320.00 "
 Amanda Brugel," 35,401,758.00 "
 Jee-Yun Lee," 35,401,758.00 "
 Randal Edwards," 35,401,758.00 "
 Sandy McMaster," 35,401,758.00 "
 Zarrin Darnell-Martin," 35,401,758.00 "
 Terry Richards," 35,397,342.00 "
 Arnold Williams," 35,377,836.00 "
 Earl Jolly Brown," 35,377,836.00 "
 Gloria Hendry," 35,377,836.00 "
 Lon Satton," 35,377,836.00 "
 Roy Stewart," 35,377,836.00 "
 Tommy Lane," 35,377,836.00 "
 Jeremiah Ndlovu," 35,373,677.00 "
 Emma Holzer," 35,369,510.00 "
 Lew Ayres," 35,362,950.00 "
 Kate Nowlin," 35,361,940.00 "
 Leïla Bekhti," 35,345,771.00 "
 A.P. Singh," 35,307,949.00 "
 Barbet Schroeder," 35,307,949.00 "
 Dalpat Singh," 35,307,949.00 "
 Trudy Matthys," 35,307,949.00 "
 Jason Tobin," 35,289,644.00 "
 Don Shelton," 35,281,794.00 "
 Jackie Guerra," 35,281,794.00 "
 Pete Astudillo," 35,281,794.00 "
 Richard Emanuelle," 35,281,794.00 "
 Ricky Vela," 35,281,794.00 "
 Rueben Gonzáles," 35,281,794.00 "
 Matt Borlenghi," 35,274,212.00 "
 Claudette Mink," 35,267,753.00 "
 Aisha Takow," 35,259,653.00 "
 Alex Gallafent," 35,259,653.00 "
 Armaan Haggio," 35,259,653.00 "
 Bob Chappell," 35,259,653.00 "
 Carl Beukes," 35,259,653.00 "
 Gabriella Pinto," 35,259,653.00 "
 Hossain Dahir," 35,259,653.00 "
 Kate Liquorish," 35,259,653.00 "
 Mondé Sibisi," 35,259,653.00 "
 Richard Stephenson," 35,259,653.00 "
 Tylan Wray," 35,259,653.00 "
Faisa Hassan," 35,259,653.00 "
 Arianna Huffington," 35,242,897.00 "
 Chris Hogan," 35,242,897.00 "
 Don Most," 35,242,897.00 "
 Gail Boggs," 35,242,897.00 "
 Gavin Grazer," 35,242,897.00 "
 Jenna Byrne," 35,242,897.00 "
 John Livingston," 35,242,897.00 "
 Merrin Dungey," 35,242,897.00 "
 Mitzi McCall," 35,242,897.00 "
 Scott LaRose," 35,242,897.00 "
Geoffrey Blake," 35,242,897.00 "
 Mink Stole," 35,225,897.00 "
 Faith Evans," 35,220,011.00 "
 Zelda Harris," 35,210,714.00 "
 Angelita Nelson," 35,185,884.00 "
 Ashley Mclearn," 35,185,884.00 "
 Eleanor Brown," 35,185,884.00 "
 Kaleb Bevel," 35,185,884.00 "
 Lauren Etchells," 35,185,884.00 "
 Matt Hardwick," 35,185,884.00 "
 Renee Jewell," 35,185,884.00 "
 Rusty Martin," 35,185,884.00 "
 Taylor Hutcherson," 35,185,884.00 "
Ken Bevel," 35,185,884.00 "
 Andreja Pejic," 35,164,920.00 "
